reviewTime,helpful,overall,summary,asin,reviewerName,reviewerID,reviewText,unixReviewTime
"06 21, 2011","[1, 1]",5.0,Can't live without this,B000A6PPOK,D. Chen,A75DH87HGJSQG,"I purchased my first one of these about 6 years ago, and it's still going strong. I got a second one a couple years ago to use at work, and both of them are still working perfectly for me. The main complaint I have is that the space bar is pretty picky about where you press it when you first get it. The spacebar will feel especially stiff, but it will wear in after a bit and at this point, I don't consider the spacebar a problem. This keyboard is louder than normal, but I find the travel and tactile sensation to be perfect. I can use normal keyboards now, but they feel extremely uncomfortable. OTOH, I really don't type that much. I probably type ~30 wpm because I usually only write short emails or technical documents where my thinking speed limits how quickly I can type out my thoughts.",1308614400
"05 29, 2008","[2, 3]",1.0,Microsoft should recall this keyboard,B000A6PPOK,"DD ""Deepak""",A3JZHWDWKN556A,I am returning this keyboard.Product:Microsoft natural ergonomic keyboard 4000 - advanced ergonomic designModel:1048Reasons:1. It is not ergonomic design by any means2. spacebar is hard to press when you actually type .3. your fingers/wrist might experience pain if you use this; It happened to me.you wont understand what i say if you simply try this keyboard in stores. you actually need to type a document using this and u will know why the keys make it hard to type. it is amount of pressure needed to type a key is different when u press them individually vs while typing a document when all fingers are in use.-Don't know which ergonomic evaluator approved such wiered keyboard.I would give it ZERO stars if I could.Suggestsions for Microsoft:1. split the space bar into two buttons to atleast make this keyboard usable.2. reduce finger pressure required to press all keys specifically spacebar.3. increase the size of enter button. and reduce size of most keys.,1212019200
"08 24, 2010","[0, 0]",5.0,"Excellent keyboard, works great with Mac",B000A6PPOK,deal hunter,A3BWXFJQ0STV0Z,"Ergonomic keyboards are not for everyone.  But if you are a touch typer, then I feel they are unmatched for comfort and long periods of typing.  If you hunt and peck, then you might not like this because there's more real estate to cover.  As for this keyboard in particular, there are good and bad things, but overall this is one of the best keyboards I've used.The good:1) As many have pointed out, the keys have the appropriate amount of spring to them, not too hard to push and very responsive.  And they're also very quiet.2) The extra buttons can be programmed, even on a Mac, if you download the Intellitype software from Microsoft.  Very handy!3) Very durable. I've typed a LOT over the last few years and it's still going strong.  All the keys continue to work properly.The bad:1) The first one I received had a ""sticky"" space bar, similar to the problem other reviewers have faced.  Initially I removed it and tried to modify it, but I ended up getting a free replacement directly from Microsoft, and it works great.  They didn't ask for the defective one back.2) Ergonomic keyboards are larger than regular ones, so the footprint on your desk will be larger.  For me, it's worth the added comfort.",1282608000
"08 21, 2013","[0, 0]",4.0,Great keyboard,B000A6PPOK,D. Edwards,A1VRL731UN4HYW,"This was an awesome buy. Feels luxurious with the leather wrist support. Tons of buttons fully customizable. I do programming and this really helps me be efficient at my job. I've used it for months and still thankful for it. Typing is loud on it. I'm in a mac team and they make fun of me, but other than that, it's a good keyboard. If you're in a quiet environment, I'd try to find another if possible.",1377043200
"01 6, 2014","[0, 0]",4.0,Liked by this programmer,B000A6PPOK,Deetro,A3O8JEXPIM58DS,"I've been a programmer for 15 years so I know my way around a keyboard.  I use all the keys, home, end, pgup, etc.  This is a solid quality keyboard that hasn't skipped a beat the last 3 years.  There are a couple issue that you may find at first but within a day or two you'll overcome with habit and will not notice unless you think about it.The first issue is the spacebar.  It requires just a little extra umph to get it to register.  I know that sounds horrible, but it's really not.  The truth is you have to hit it downwards rather than from an angle.  The second issue is small, but I wish it had the big delete key rather than the regular size.  There's no excuse for it anyway because there's plenty of room.The biggest plus for this keyboard is the ergonomic design.  Natural definitely does belong in the title of this keyboard.  The angling of your hands and wrists fit perfectly.  The indicator lights and the number pad are also nice to use.",1388966400
"12 4, 2009","[0, 0]",4.0,Good keyboard,B000A6PPOK,defcon4,A3F2NSR3N0UKP0,"I have only used the keyboard for 2 days now and it is definitely more comfortable than a traditional keyboard. I have never used other ergonomic keyboards so I can't compare it with others but it definitely feels more natural. All the keys are quiet except for the space bar which feels a bit stiff and makes a louder noise; hopefully it will ""break-in"" and be quieter.I am using the keyboard with Linux (kernel: 2.6.31 distro: Ubuntu 9.10 Karmic Koala). Everything except the zoom switch works out of the box without any extra software. I have not been able to get the zoom switch working. All the other custom keyboard buttons work great though, they can be customised under the keyboard shortcut options as well, which is cool.",1259884800
"08 14, 2009","[0, 0]",5.0,Great keyboard,B000A6PPOK,"Deimos "".""",A20DZX38KRBIT8,"I love Microsoft keyboards and wireless mouse designs.  Very comfortable, plug and play, very sharp looking and very nice comfortable keys.  Microsfot keyboards are best for both PC's and Mac's for extreme comfort and functionality.",1250208000
"12 9, 2009","[1, 1]",4.0,I love this keyboard,B000A6PPOK,"Denise Crawford ""DC""",A1WKQ94M45D8MG,"This is the second one of these that I have had and I love the comfort and the ease of use of the keyboard. My only complaint is that the letters on the keys wear off!! Yes, within a year I have worn off the white lettering on the keys that I use most. Surely Microsoft can work on using a different kind of laminate or imprinting to prevent that. As I said, I got this for Christmas last year and already the letters e, s, d, c, v, m, k, l and the . are almost obliterated.Thus the 4 stars -- I think it's a bit unreasonable to have to buy a new one every year!!But as far as it goes, I'd still recommend this to anyone wanting a USB keyboard that is wonderful to use especially for those of us who spend a lot of time on their computers!",1260316800
"08 19, 2013","[0, 0]",5.0,Better than straight boards,B000A6PPOK,"Dennis Sipe ""aquatic boardwalk engineer""",A33YL6EEF9ZMUO,"I have used a MS board for 7 years which is a very long time for a wireless to last. My last MS ergo board sill works I just got sick and tired of the batteries, wireless is a pain in the, ya that place. This new style takes a bit to get used to. For me mostly it has been the &#34;B&#34; key. It's supposed to be hit with the left hand index finger, I never knew that. I've been using my right hand index finger, it just seemed more natural. With this board you have to use the left hand finger to hit the &#34;B&#34; key and I'm slowly getting used to that.This board comes with a riser for the front, it lifts the front of the board higher making the back lower. For me that is just out of the question and can't figure out how that could possibly be usable.The keys are soft touch with a very nice quiet sound.The zoom key in the middle is silly but I have it set to a macro in WoWarcraft so it is actually a nice addition.I like the board. If it lasts as long as my last one [which still works fine] I'll be very happy.",1376870400
"05 29, 2014","[0, 0]",3.0,Microsoft Natural Ergonomic Keyboard,B000A6PPOK,Derrick F. Gaillard,AA8GAE08X8XXT,"This is a nice keyboard for the price.  It is light and meets my needs.  It takes a little while gettting use to the ergonomic configuration, but I guess in the end it will be better for my wrists and hands.",1401321600
"05 31, 2014","[0, 0]",4.0,Quality Keyboard,B000A6PPOK,Deseret Rider,A2F54TFGWPMN5J,Keys are located just right for my hand----I pound them pretty hard which suits my style of typing.  Keys are a little longer throw than some of the more expensive units I've used but like I say it's a perfect fit for my short stubby hands and I do hit the keys pretty hard---throwback to old typewriters I guess.  I  don't use a lot of the tech available here---shortcuts and the like---so I can't say much about that one way or the other.  I don't have any issues with it.,1401494400
"10 7, 2013","[0, 0]",5.0,2 weeks old,B000A6PPOK,d funk,A13DMJ9DAKVES2,"been awesome so far.  only one complaint is key stroke seems to be quite a bit longer and more firm from my other key boards.  It seems you have to push keys quite long and harder.  Not that it's some major problem, just wondering if that defeats the ergonomic function of a key board by possibly straining ones forearm muscles and tendons over time.  I'm sure the keyboard breaks in with some more time too.",1381104000
"05 23, 2014","[1, 1]",3.0,"Good keyboard, big form factor",B000A6PPOK,DG,AM15AT3P0RFNQ,"This was a great keyboard, but the size was something I did not consider. It was much larger than the one it replaced and was difficult to put in my keyboard tray in my desk.",1400803200
"12 12, 2012","[0, 0]",5.0,Just The Latest,B000A6PPOK,"D. Hallett ""Fair Reader""",A3IE3UPR1XIO0O,"I go through keyboards like mad.  It's my job.  I've been using one form of ergonomic keyboard or another for many, many years.  They are getting hard to find.  So hard, that I went without one for a couple of years while living in Europe because I couldn't find anyone to ship it to me.  So, I got very used to using small keyboards.  I'm actually having trouble typing on this because of that.  BUT, that is my problem, not the keyboard.This is my favorite style of all the ergonomic keyboards.  The wrist rests at the front are perfect for starting the hands in the healthy position that they should be in.  The keys are quiet and easy to reach.I like this one so well that I'm going to order 3 more to keep on hand for the future.",1355270400
"05 16, 2014","[1, 1]",5.0,DO THIS OR BE THROWN OUT OF YOUR OFFICE,B000A6PPOK,DigiKiwam,A37QOROO2SUTVO,"Love this board, it's been a staple on my desk for the last 5 years. Here are two tips though.1. Google how to change the zoom slider to a scroll slider (it IS possible and actually pretty easy)-unless you are a graphic designer, you will thank me later.2. This will keep your coworkers from throwing you, and the keyboard out the nearest window...CAREFULLY pry off the space bar, you will find two identical sets of paired posts with holes on each side of the space where the key was, the bottom hole is where the guide pin goes, the top is just for stability of the space bar when you press it down. THIS is the post you need to focus on, grab a very thin piece of rubber (about 1mm thick) and cut a small circle just enough to cover the whole and glue it on top to act as a damper. The space bar is the only key on the board that makes a definite tapping sound when you press it. All the other keys are dampened enough by the membrane underneath. Do this small thing and you will have a very quiet keyboard and happy coworkers. If you don't do this then remember that the keyboard is pretty wide and solid and makes an excellent sound when your coworker picks it up and smacks you across the head with it.Yes, I submitted this to Microsoft to rubberize the top of that dang post - but that will never happen.",1400198400
"03 13, 2007","[0, 0]",4.0,Keyboard unique,B000A6PPOK,dikw,A2II4B6CJ4O47Q,"It does what it is supposed to do...the plastic ring used to tilt the board even further in the opposite direction was too much for me so I discarded it...nice control buttons, price was half of store prices...good feel to the keys...quiet...makes going back to a standard keyboard very difficult due to the better positioning of the hands on this ergonomic unit...would I buy the same unit again...YEP....",1173744000
"04 2, 2014","[0, 0]",5.0,Great keyboard - quiet and fast,B000A6PPOK,Dino Rachiele,A2AMZC8KT8YLVL,"I do quite a bit of typing all day long. I type very fast as well. I had two of the cordless versions of this keyboard and they both drove me crazy. They were constantly being interfered with by my iphone and who knows what else. I thought the first one was a fluke. It wasn't. I had the receiver less than a foot from the keyboard and constantly lost connection. This wired unit is perfect. I dont like the wires, but I will deal with them because this keyboard keeps up with my fast typing. It is quiet as well. It is also ergonomically very comfortable. I took the wrist support off as soon as I got the unit. It is removable. It puts the portion of the keyboard that is closest to you pretty far up in the air. I found that uncomfortable. Great keyboard!",1396396800
"08 15, 2013","[0, 0]",5.0,Excellent!,B000A6PPOK,DivideBy0,A25423ZOQYAV8G,I've had one of these for a few years now and just bought a second one to use at work.  Excellent keyboard.,1376524800
"04 28, 2014","[0, 0]",1.0,Loud Space Key,B000A6PPOK,DJ,ABS9L6DO9DAU2,"I love the keyboard and its many functions and its very quiet keys - its 5 stars.  But I hate its super loud space key.  This is so annoying, I'm likely going to have to discard the thing.  If I do that, I lose all the other 5 star features.  Very frustrating.",1398643200
"04 16, 2011","[0, 0]",4.0,Comfortable and Very Good Keyboard for $30 - Bad Key Feel,B000A6PPOK,D. Li,A2R61NH79BYFV2,"My part-time job is a transcriptionist, so I needed an ergonomic keyboard when my wrist started hurting. This thing was on clearance at Office Depot for $30 so I jumped on it immediately. I tried it out on the display and I loved it way better than the old Microsoft Digital Media Keyboard 3000.It feels very comfortable for the first hour or so you use it, and there's a period of time that it fees uncomfortable. Some of my coworkers have this keyboard. One of them absolutely hates the plastic stand, while another coworker and I use the plastic stand.The main thing I don't like is that the keys are not very responsive, and the number keys on top are differently sized and it's sometimes a pain in the ass to use.My next keyboard will be a Das Keyboard because I realize how important feel is. But if you have wrist pain, this keyboard is worth the $30 to $40 you pay for it.",1302912000
"03 27, 2014","[1, 1]",4.0,The space bar is very loud.,B000A6PPOK,"Dmitriy Briskin ""DB""",A3I9JL7QXYIYYD,"This keyboard is replacing the exact same model that I previously had. It works fine, but for some reason the space bar is making a very loud clicking noise unlike any other button.  Other than that, I'm very happy with this model.",1395878400
"06 16, 2013","[0, 0]",5.0,the best,B000A6PPOK,doctorgus,A32CN4E8JK8J6C,"I type fast and hard, and this keyboard suits me perfectly. The split keyboard is excellent; I have one at work, as well, and find myself uncomfortable when I have to use a conventional keyboard. Buy one if you type fast and are a touch typist.",1371340800
"01 13, 2014","[0, 0]",1.0,Buyer BEWARE of Online Central Deal selling these!,B000A6PPOK,"D. OGILVIE ""DangeorusDale""",A28CBI16C9LNEW,"Whatever you do, DON'T order from Online Central Deal!!!! We ordered three (3) supposedly new keyboards from them, and one didn't work as soon as we opened the box and plugged it in. The next worked but several keys did not work. We shipped it back and got a refund on those two and the return shipping. But then the 3rd one died after only a few months of working. So they are sending out used/refurbished keyboards and selling them as NEW!!!! We have tried getting our money back from them for the third one, but they are not responding to our emails and the return time has passed but not before I put in the request to return them.Buyer Beware!",1389571200
"03 18, 2009","[0, 0]",4.0,Excellent but...,B000A6PPOK,Donald W. Wooten,A3TRQW8SQ5D0KG,"Having been a fan and long user of previous model Microsoft Natural Ergo keyboards, I was glad to see this upgrade and enhancement. It had been a couple of years since using them, so it took a short time to find my way back to experiencing the true advantage of the key placements. Functionally, I am very pleased with this new model. I don't really like the size, but one must put up with such things to get the features that I do like.On the down side, Microsoft is to be chided for their quality and cost-cutting on this very expensive keyboard. In my many years of professional and continuous keyboard usage, with very cheap to this top-end corded model, I have never experience the wiping out of the key lettering. This began to be noticed after only a couple of months usage. Now, not yet a year old, the ""D"" and ""C"" keys are almost complelely blank, and the ""S"" key is not far behind. Although a touch-typist, I am lost when I must hunt-and-peck for keys. This makes the missing labels most frustrating.",1237334400
"09 17, 2007","[5, 10]",1.0,Great bells and whistles; deeply flawed and unusable keyboard,B000A6PPOK,dondo,A18OC5IKBDYCR6,"This keyboard has wonderful bells and whistles, and I _really want to love it.  However, I find that the space key istotally non-functional; it loves to either not add a space or add too many.  As you can see from this review, maybe one out of ten times or so the space key malfunctions.  ___It's particularly bad when I tap it twice quickly at the end of a sentence.  ___What you see here isthe unedited results of typing on this keyboard.  While it's annoying and intrusive typing prose, it's completely unusable for applications which use the space key as apaging mechanism (eg, reading mail or an RSS feed via an  RSS reader, when it skips _a bunch of items and marks them ""read"").  [Since HTML doesn't show the extra spaces, I've gone back and replaced all the extras with ""_"" -- it doesn't type the underscores, it adds extra spaces.]My wife works at Microsoft so I got this for a steep (and non-refundable) discount.  I can't imagine paying $50 for this fundamentally flawed device.",1189987200
"08 18, 2007","[4, 9]",3.0,Why does it not work with USB-to-PS/2 converters?,B000A6PPOK,"Dorbel Tweeter ""Howdy!""",A2ACQZSJ1TC0AU,"I would give this keyboard a 5-star rating, except that (unlike every one of the many other USB keyboard I have used, it will not work through a PS/2 converter/adapter...I struggled for several days last year with the MS Ergo Keyboard 4000's USB connection -- trying to get it to work through a high-quality Raritan KVM switch (which has PS/2 connectors for mouse and keyboard, no USB), and finally gave up.I *really* wanted to make it work, since I love many things about that keyboard, but I have to go through KVMs (and I already have a HUGE investment in the Raritan PS/2 equipment, so it would cost a small fortune to replace that with USB KVM equipment).I thought that it should be possible to make it work -- especially because I have used many other USB keyboards and USB mice with my KVMs.I tried many things including:(1) Several different brands of the little USB-to-PS2 and PS2-to-USB convertor/adapters (these are the little green or purple ones, about 1.5"" long that sell for about $3-4 US),(2) Several of the more ""upscale"" USB-to-PS2 converter/adapters/splitters, such as the kind used for connecting keyboard and mouse to a laptop that has only one connector for external keyboard and mouse (these are about 6""-10"" long, usually having a small nodule-thingie in the middle, with 1 cable about 3"" on one side, and 2 cables about 3"" long on the other side, and sell for about $10.00),(3) Some high-end USB-to-PS2 converter/adapter/splitter/emulators, like the laptop converter/splitter described above, but additionally having electronics which emulate a mouse (so that, when using a KVM and you switch it from computer A to computer B, Computer A still thinks it has a mouse attached).  (Since the USB connector on these is male, and the USB connector on the MS 4000 keyboard is male, you have to use a F-F gender changer between them). These sell for about $50-150.00.(4) Praying(5) Holding my breath and contorting my mouth into unusual shapes,none of which worked.I cannot understand WHY it is not possible to get this keyboard to work through USB-to-PS2 converters.  I posted questions in a few online forums about this, but have never gotten any answers.Since then, I have discovered that there are also a few USB mouses (both wired and wireless) made by Microsoft, which similarly do not work with the KVMs, converters/adapters, splitters/emulators.  (But I have some earlier models of Microsoft USB mice which do work -- such as the  Wireless Optical Mouse 2.0).I have reluctantly resigned myself to the fact that the MS 4000 Ergo keyboard is not going to be possible for me with my KVM setups.But -- still I would like to know the reason WHY?!?!  What is Microsoft doing differently with their USB?It appears to be yet another instance where Microsoft ignores well-established international standards, and designs things they way they think is ""better"", to hell with compatibility with the rest of the world's manufacturer's devices.But, what is it that Microsoft is doing differently, which they apparently think is better than the USB standard?  What are we gaining from this difference?Microsoft won't answer this question.  I've sent it to a few of the computer-tech magazines, but they don't seem to be sufficiently interested in the problem to provide an answer.I would be most grateful if there is someone here who could enlighten us as to the ""WHY"" of this incompatibility.Thanks!",1187395200
"01 24, 2007","[1, 1]",4.0,Best keyboard I've used yet,B000A6PPOK,Doron Avizov,A1CTIEGNOTAFPH,"Of all the keyboards I've ever used, this has the best tactile feel of them all. It's quiet too. You can type while talking on the phone and the person you're talking too won't hear it. The layout is amazingly intuitive. I'd even say perfect. It's just so easy to use. I use mine every day and have yet to feel any discomfort.What would make this keyboard perfect? Back-lit keys and if the zoom thing in the middle was a scroll for web browsing. None of the back-lit keyboards are anywhere near as comfortable and I have yet to see any keyboard with a scroll control in the middle so this is still my all time favorite keyboard. If the keyboard was wireless and had a mini trackball like on server rack style keboards, I'd probably use the keyboard while lying down in bed and hook up a large screen TV as the monitor. The keyboard is also very comfortable in your lap.I especially love the parentheses ( ) above the keypad. Makes typing my phone number so much easier. The layout of all the keys really is the best I have seen on any keyboard by any manufacturer. I also find myself using the ""back"" button under the space bar while web surfing. Saves me the trouble of having to reach for the mouse or the ""backspace"" key.Considering how often Microsoft likes to change up the key layout, particularly with the insert and delete keys, I would suggest buying two. I think that they got it right is a fluke that they will probably undo in next years model.",1169596800
"11 5, 2007","[0, 0]",3.0,MS Ergo Keyboard 4000 review,B000A6PPOK,"Douglas W. Baty ""Computer Support Specialist""",A22O1V306MKTHF,"This new model is a significant improvement over their older (white, ps2-plug) edition.  The soft textures have the feel of high quality.  The keys have a sure over-center action.  Easy installation with USB connect.  The only flaw: a sticky space-bar key.  Perhaps problem will fade after it's broken in a bit. I am surprised this particular unit was allowed to leave the factory.  The unit I purchased last year was perfect.--- Computer Tech for a US Govt office ---",1194220800
"01 12, 2014","[0, 0]",5.0,Keyboard,B000A6PPOK,DrewH,A2ABBO6U73VRZ4,"Love these keyboards.  I have been using them for years. I got this to go along with the matching wireless unit, as I like having both at my disposal.  The wrist pads do get a bit nasty with time, but beyond that, I've got these for all my workstations, and love them!",1389484800
"08 5, 2011","[2, 2]",1.0,The last time I buy this keyboard...,B000A6PPOK,Drowned,A2O2XN26EWSIJL,"I've bought this keyboard 3 times. First time died on me after some cough syrup, totally my fault. Bought a new one because I simply love the shape and layout. I spent many hours on my computer and I stopped having wrist pains after I started using this keyboard. Anyways, I bought my second one and after a couple of months half othe keyboard stopped working. I thought my dog had chewed on the usb wire so I ordered a new one. SAME EXACT PROBLEM after 1 day of use! YES, ONE DAY! Tested it on another computer with the same result. I guess the quality control has gone down and thanks to that, I won't be buying this keyboard ever again. I really wish logitech would create a copy of this keyboard, but with their quality control.",1312502400
"10 7, 2013","[1, 1]",5.0,Very comfortable,B000A6PPOK,DRRD,AR7N50IU3UTH1,"When my old keyboard died, I was afraid that I wouldn't find another. Seems like every time I get used to something and come to love it, they change the design. I was very glad to find this keyboard again. I've never had the wrist pain on this one that I've had with others.",1381104000
"06 24, 2014","[0, 0]",4.0,What I expected,B000A6PPOK,Dshin,AW39T43MJLEJ2,Good price for the ergonomic keyboard.  Haven't gotten around to programming all the hot keys.  the keys are a lot lighter/softer than the default keyboards you get with computer purchases.,1403568000
"02 26, 2012","[1, 1]",4.0,"Love it, wish it were smaller.",B000A6PPOK,"D. Taylor ""Tech Gadget User""",A32B6A532454UD,"While I am addicted to this keyboard and really love typing on it vs any other I have used in the last 20 years as a professional software developer. I have been using this keyboard for over 8 years now and I continue to be happy with the results.  I am a programmer and type all day long.  My wrists started hurting years ago and surgery became a consideration.  By switching to this keyboard and using a mouse pad with a wrist support I have been able to avoid surgery and do my work without pain.  The result is an improvement in my life due to changing to this ergonomic keyboard.The tilt and angles, including the split takes a bit of time to adapt to, but once done it's very easy to use and does feel natural.  There's a raised front edge piece but due to the height I like to keep my desk at I take that off and use the keyboard in a more level posture.  On Win7 and the newer you don't need any special software, in fact it no longer comes with any, support is built into the OS now.  While there a programmable keys for misc features, I don't use any of that and actually would prefer that they were removed and that the keyboard was smaller.I get a few years out of each keyboard and do my best to keep them clean and dry, water doesn't do nice things for anything plugged into power ;-)  After enough time the keys get a polished look and then the printed text on the keys starts to wear off, but I'm a touch typer anyways so that hasn't been an issue, enough of the letters are there to still assure my hands are in the right place.  What rubs off and where on each key depends on your personal hand placements.I pair my keyboard up with the Belkin Waverest Gel Mouse Pad and am happy with the results and looks on my desk.5 stars, great design that last years and helps with wrist pain.  If I could make redesign it, I would put a scroll wheel in the center and eliminate the top row of never used keys.  Thanks MSFT for a solid well done product.",1330214400
"01 16, 2013","[0, 0]",5.0,Best ergonomic keyboard.,B000A6PPOK,"D-T-D ""Mister Don""",A1BKSBVYX9KDEG,"Took some time to get used to. But once you're used to it, it's golden.While it's a good idea to take a break from your computer every hour or so,this keyboard allows me to work on computer for hours without too much stress on my wrists.Highly recommended.",1358294400
"01 12, 2013","[0, 0]",2.0,"Good hand position, terrible key action.",B000A6PPOK,dudemark,A10VVDZFNF34KB,"I love the way that this keyboard feels to rest my hands on. Also some of the special keys (favorites, calculator etc...) are really useful. But that does not make it worth getting this board for. The keys are completely mushy. I have dealt with a lot of keyboards before that had this problem, but never to this extent. The spacebar only moves about one out of every three times I hit because it just kind of presses in, no snap or quick release to it. The Right hand shift is the same way. I initially had three stars on this product, but just because of the frustrations I am experiencing typing this review I'm dropping it down to two.",1357948800
"03 13, 2014","[1, 1]",5.0,Functional and improved feeling,B000A6PPOK,Dust,AP2XB11SRN4B5,"I bought two of the same keyboard a few years ago and this is my third one. I put 2 at home and 1 at work. So far this one I just bought is the most comfortable. I have a feeling that over the years Microsoft has improved the design or the material used in this keyboard. The keys feels softer but still same accuracy, especially the big space key is easier to use on this one.I recommend this keyboard.",1394668800
"03 3, 2014","[0, 0]",4.0,Can't go back to regular now,B000A6PPOK,"Dustin DuBois ""Head Idiot""",AHZYWGP52D85Q,"It didn't take long but I'm sold on this keyboard. I'm still adjusting to the layout and feel of it but it definitely feels more natural now than my old, flat, rectangle keyboard did.::Pros-Comfortable-Nice built-in wrist pad-Programmable buttons and lots of other button extras-Pretty quiet on most keys-Good keyboard management software for lots of customization!::Cons-Spacebar and a couple other keys are quite loud (compared to the rest of the keys on this board, and my old board)-Might be too large for some workspaces (okay for me)I've always looked at these keyboards with a mix of revulsion and suspicion. Now, I love my keyboard and save the looks of contempt for the old flat ones that I still have to use occasionally.",1393804800
"08 12, 2013","[0, 0]",5.0,Simply The Best! 10 stars!,B000A6PPOK,earthling,A2RGC2RNQ6YXDY,"I've been using this keyboard for about 5 years now, literally have used it more than I care to remember as it is on my home business computer. I just set up a new computer to use for my business, switching from Windows Vista to Windows 7. I tried to install the drivers I was using on my Vista system and was alerted that the drivers were not compatible with Windows 7. The keyboard still functioned with the default Windows 7 drivers but none of the special buttons were usable. So I was going to order a new keyboard from Amazon, and saw that this same keyboard, 5 years later, is still being offered. Almost ready to order, I decided to look online first to see if new drivers were available, they were, so I downloaded and installed, very quickly and easily, and now all the functions are working on my Win7 system. Couldn't be happier! I guess a new shiny keyboard would have been nice, but my 5 year old one still works as good as the day I got it, looks a bit worn and overworked, but works like new, and now has the latest drivers driving it.And it has always been a very comfortable keyboard to use, even using it several hours a day for work 6 days a week, plus all my personal computing evenings and Sundays. None of the tired wrists, burning shoulders, etc that I remember from long ago.Bottom line, if you're shopping for a keyboard, buy this one and you won't need to look for a new one for a long long time.Yes, I just had my morning coffee, so what.",1376265600
"07 3, 2014","[0, 0]",5.0,Still working well after these years,B000A6PPOK,Eddiebezzell,A64KZDUQYPWES,"Still working great after a few years, takes getting use to at first.",1404345600
"02 12, 2007","[3, 3]",4.0,One more positive review,B000A6PPOK,Ed,A2BMZRO0H7TFCS,"Next to my Kinesis Ergo keyboard, this is the nicest ergo keyboard I've ever used and at just a fraction of the cost.For anyone who spends a lot of time on their computer, ergonomics is a very important consideration when making hardware purchases.  Split key design seems to be the first thing an ergo keyboard should have, but the rest of the design is probably just preferece.  My Kinesis has concaved keys, which is hard to describe, but just imagine putting the keys inside two cereal bowls set apart by a few inches.  This promotes better alignment of your wrists so that they don't need to bend upwards.  The split prevents your wrists from bending sideways.  The MS Natural Ergo KB 4000 finally adds the feature of keeping your wrists from bending up by providing a removeable reverse slope attachment.  Some people may not like this but for me, it's a must.  Also keep in mind that with the reverse slope attachment, your keyboard may not fit under your desk if you're using a keyboard tray.  Mine doesn't.The keys feel so great when you type and make very little noise.  The wrist rest material feels very smooth and cushy, unlike a lot of cheap plastic wrist rest attachments that some keyboards come with.  I like having a lot of extra buttons on the keyboard so that I don't have to use my mouse as much.  The mouse is the worst ergonomic invention ever.  It has ruined many a wrists.  I have 2 MS Digital Media Pro keyboards that I love as well and wish that the Ergo 4000 had two additional keys that my old KB had.  The Log Off and Sleep buttons were great as I could shut down my machine or switch user without having to use the mouse and click on confirm buttons.  I also wish you could reprogram the zoom button to be a scroll button.All in all, this is a one fantastic keyboard.  My only small complaint is the lack of some buttons that I liked on their old keyboards.  Also, you should feel very comfortable buying hardware from Microsoft.  I've only ever had to call Microsoft hardware support twice in my life and both times they sent me replacements for my defective/broken items (one mouse and one keyboard) without hassle.",1171238400
"10 25, 2011","[0, 0]",5.0,I can't live without this keyboard,B000A6PPOK,eDogLost,A2FLDDRT6TADF8,"I have some minor psoriatic arthritis and spend a lot of time in front of a computer. After looking into several different ergonomic keyboard layouts I finally found this model. Now I can't live with out this keyboard at my work station.I'm not a big fan of wireless keyboards and mice so I have never tried the 7000 series, but it looks to be the same design.I have three of these things and imagine I'll buy more if they ever breakdown.",1319500800
"09 1, 2011","[1, 1]",3.0,Good product,B000A6PPOK,edu,AJLM20QLLK51F,"It is a decent product. The keyboard is bulky and some of the superior buttons (1-2-3-4-5) don't feel like they are made of much quality material. However they are working good. The keyboard keys are a little noisy which in my case I like.I work with numbers so the four keys that are above the numeric keyboard are very useful for me, as well as the calculator button.The play and pause button is great also because it stops the music even when your music player is minimized which is a great thing because you dont have to stop working to play/stop the music. I would be great if it had a prev and next song button too.**UPDATE**- After a month of use my hands hurt.... So I went back to the old flat keyboard. I think ergonomic keyboards don't work for me. As someone said ""don't fix it if it ain't broken""- The previous button in the bottom most of the times get stuck.",1314835200
"12 3, 2012","[0, 0]",5.0,Best keyboard that I have used,B000A6PPOK,Edward J. McCarthy,A3TT8ECK0J5HJ6,"Best keyboard that I have used.  Very good ergonomic design.  Worked great out of the box with multiple windows, linux, and Apple systems via a KVM switch.",1354492800
"08 24, 2012","[2, 3]",4.0,mostly good ergonomic keyboard,B000A6PPOK,Elc,A1X1Z9PPA9LDO7,"I bought this keyboard to replace an old crappy logitech keyboard/mouse set, and so far its alright.pros: good number of keys, with extra buttons thrown in as wellquite comfortable to usehas a pretty nice built in wrist-restcons:the damned spacebar wont depress properly if dont use allot of force if you hit it near the top of the keythe spacebar is LOUD it will go CLACK CLACK CLACK as you are typing while the other keys are quietits bulkytakes a bit of getting used to due to the curved design and the keyboard being split in twooverall, its a pretty solid keyboard, and the gripes I have with it are mostly minor, the only con that really gets me is the spacebar, given that its a US style keyboard, the space button will be used a ton since english uses spaces often...ill see if I can pry off the spacebar and use some WD40 or something, im not sure if it will help or not.",1345766400
"04 25, 2011","[1, 1]",5.0,Excellent Keyboard!,B000A6PPOK,elmigueluno,A2I51IWJWVX11X,"I get one of this since 2008 and i still using it. Is comfortable because it's ergonomic. The only bad thing with is the labels, in the most used keys is erased. That's not a problem for me, but it looks worn for it.",1303689600
