helpful,unixReviewTime,reviewerID,reviewText,reviewTime,overall,asin,summary,reviewerName
"[1, 1]",1343952000,A1591PJYM84XQT,"Sweet, cheap, glorious sounding phones. Get a volume control (also Koss) and you are all set.  Cord is a bit short, but plugged into the volume control you will have plenty of length. These are really excellent sounding phones. I couldn't believe the difference between a couple of other cheap ones I have.  Highly recommended!These have been highly regarded for many years, and I recall having had a pair maybe 15 years ago. Also you may want to buy some replacement foam pads. I use mine outside and they get a lot of sweat on them. Changing pads is a breeze.","08 3, 2012",5.0,B00001P4ZH,porta pros rule,"Dalesky ""Dalesky"""
"[3, 3]",1243468800,AT4MNYYZWM907,"These are the best pair of headphones I've ever used.  I only had to buy this pair because I somehow broke my last pair (had for over 2 years).  The breaking was all my fault; nobody should expect a pair of headphones to survive being run over by a car.  Mea culpa!  Seriously though, the audio is the best I've ever heard from non-noise canceling headphones.  I use these on walks and jogs, so I need something that doesn't completely drown out ambient noise.  They do drown out softer noises (much more than earbuds) so be careful!","05 28, 2009",5.0,B00001P4ZH,Best headphones I've ever owned,Daneel Olivaw
"[2, 2]",1193097600,A823L2YB2FKBC,"OK....so here goes another comparison between the Koss Portpros and the Sennheiser 100's? I am not going to bore you..Both headphones are outstanding performers with an Ipod...I own them both...So which one is my preference? The Sennheisers, for one reason only...People use their Ipods in malls and on the go. There are times when I want to remove the phones from my ears for a few moments (say, in a store or when having conversation).With the Sennheisers, I can remove the phones from my ears and let them ""hang"" around my neck in comfort...Try this with the Koss's and they will place a stranglehold on you. For this reason alone, I recommend the Senn's. Both,in my humble opinion, sound equally good.","10 23, 2007",5.0,B00001P4ZH,Porta Pro vs Sennheiser 100's,Dan Eppinger
"[2, 2]",1137715200,A3SINSKZTVFCX,"I need to say it up front: these are the ugliest headphones ever. With that out of the way, I can heap mounds of praise upon them.Sound is paramount, of course, and these are no exception. I sort of prefer the sound of these to some of the closed-eard headphones (which I think sound like a cave sometimes). They almost sound good as the Sennheiser 497 (not as good, of course, but still impressively close, given their price).They are exceptionally comfortable. At the risk of sounding corny, they feel like wearing air.They can folded up to very small dimensions, a nice plus.","01 20, 2006",5.0,B00001P4ZH,"Butt ugly looks, fabulous sound.","Daniel Beaver ""DanTheManPR"""
"[4, 4]",1232409600,A4ENZCYML4OEG,While you're shopping just remember this fact:KOSS PORTAPRO--ROCKIN OUT NONSTOP SINCE 1984 BECAUSE OF OVERWHELMING CUSTOMER DEMAND.There's one solid fact about the performance of portable headphones and that's it.  Go with the proof.,"01 20, 2009",5.0,B00001P4ZH,Customer demand sounds much better than. . .,Daniel Haden
"[1, 1]",1307145600,A3RCGRXYBRKSRC,"I bought these headphones a few years ago, after reading all the glowing reviews on Amazon, and I'm so glad I did.  I'm pretty rough with my headphones, and these things can take a beating.  I ended up replacing a pair after 2 years, which is unbelievable in itself, because I usually go through a pair of headphones every six months.  And it wasn't because they didn't work, it's just because the wire near the jack was exposed and getting frayed.  Here are all the pros:Value:  They are a great value for the money.  I've had more expensive headphones that didn't sound as good.  Even if you don't want to spend thirty-something dollars for headphones and don't care what they sound like, I still think it would be worth it, because you won't have to replace them every six months when something breaks on them.  These headphones are very durable and aren't made of flimsy plastic like less expensive ones are, so in the long run, they would be worth it.Comfort:  These are very comfortable.  There are 2 settings, tight and loose, to adjust for different head sizes.  I've never had a problem with the ear pads wearing out or anything digging into my ears, or whatnot.  These fit very comfortably on my head (I have a big head btw) and I've never had a problem with them sliding off.Portability:  These aren't the smallest earphones in the world, but certainly not the biggest.  They do fold up if you need to pack them and they come with a little pouch to put them in.  I bring them along on trips on all the time and I've never had a problem with them.Sound Quality:  They sound fantastic!  Better than a lot of more expensive headphones.  Though any headphone with the Koss name sounds great, I think these are the best.  Just the right amount of bass and treble.  Doesn't sound tinny, or like you're playing music in a tunnel.  If you're used to less expensive headphones, you're going to hear stuff in your music you never heard before.Ease of Use:  Well, most headphones aren't hard to use, and these are the same.  The only drawbacks to these is I found it hard to adjust to loose/tight setting on the sides and they are sort of of a pain to fold up (which is why I never fold them up).  I've owned foldable headphones that were much worse though.Build:  Awesome!  The headband is metal and the casing for the earphones are hard plastic and very durable.  Not long ago, I accidently broke off one of the earpieces.  Guess what, it pops right back in!  Five stars for build!I've never buy another pair of headphones, ever.  I bought 3 pairs of these, (One for home, one for the gym, and one to replace the ones from home) and I plan to buy more in the future, if need be.  I love love love these headphones.The only slight con I can think of is they aren't 'sleek' looking like other headphones, in fact they look like they came straight out of 1982.  I don't really care what they look like though, and quality of these headphones more than make up for the ugliness.","06 4, 2011",5.0,B00001P4ZH,These are the most awesome headphones ever made!  I'll never buy any other brand!,"Danielle Greenhouse ""Author of What They Left..."
"[2, 2]",1341014400,AAHZ6JPL2S8YA,"I'm hard on headphones. I use them at work all day long and they get a work out. I've gone through 6 sets less than a year and a half. When these arrived, I groaned. They appeared much flimsier than I expected. Well, more than six months later, these phones are going strong. Sound is good, quality is good. There ya go! These have been around forever. I think I'm figuring out why.","06 30, 2012",5.0,B00001P4ZH,Impressed,Daniel R. Hansen
"[1, 1]",1361232000,A1GKAGU5JZODFN,They look old school but these things are awesome. I bought the replacement pads too but haven't had to use them yet. The sound quality is amazing and you don't lose anything like you sometimes do with noise canceling headphones.,"02 19, 2013",5.0,B00001P4ZH,Best I've ever owned,DannyA3579
"[1, 14]",1291766400,A81LEWNPJ49WO,"Really though? Maybe its because i've listened to much better before. If you use the Sennheiser cx300, this will sound like CRAP.No sound isolation, i already knew that, but i thought everything else would make up for it. There's like no bass, barely any. The volume sucks, has to be louder.At first, after reading all these awesome reviews, i thought i was going crazy. But i plugged them into my computer, my mp3, my ipod, my stereo system. They're horrible.I expected this, most over the head earphones have leather cups, these had foam. They make your ears hot. And they exhibit horrible sound. Oh man, returned these the next day. Have to pay shipping costs. Don't buy these. Please. Worth like 3 bucks.And they feel like their gonna break everytime i touch them.","12 8, 2010",1.0,B00001P4ZH,Really? SO OVER HYPED THIS IS CRAP.,Danny
"[1, 1]",1358380800,A34LPMU4LNSJC6,"I really wanted to love these. After reading rave reviews about their quality and history, I thought these would be great for listening to music and podcasts at the office. For years, I've been wearing a pair of cheapo earbuds (Philips Flexible Earhook Headphones SHS3200/28 (Black) (Replaces SHS3200/37)) that were extremely comfortable and got the job done, but I decided it was time to upgrade to something with better sound. Sound-wise, I honestly wasn't blown away by these. Yes, they offer more bass than most portable headphones, but the bass on these strikes me as muddy and overpowering. In terms of comfort, after several hours of use, my ears started to ache from the pressure of the headband even with the ""Comfort Zone"" switches set to the lightest setting. In contrast, I can wear my $8 Philips earbuds all day with no fatigue or discomfort. This might not be an issue if you're not planning on extended listening sessions (they're fine for an hour or so), but if you're planning on wearing them for longer periods, you're in for a headache.","01 17, 2013",2.0,B00001P4ZH,Not comfortable for long periods of use,Dan Watkins
"[1, 1]",1398643200,A54S9CIUV5VNB,"I think these are great for the price, but they lack low end bass as they are compact, and the padding simply isn't there, to keep space to a minimum once again, but overall, I'm very much happy with them. Keep an eye out for a video review on the SonicOrbStudios YouTube channel for more :)","04 28, 2014",4.0,B00001P4ZH,"Decent headphones, but no padding","Dave ""Sonic"""
"[1, 1]",1291161600,A24C863NNAPCLW,"I've purchased 3 sets of these over the years for my son and his mother. 2 of the 3 are still going strong. My son has managed to destroy a pair of these and bunches of others but I digress.  In every way possible these are great headphones. Portable, easy to use, sufficient bass, and fairly priced to boot. If I used an MP-3 player of any kind I'd have a pair of these. Since I'm more a full-range stereo kinda guy, my big boy Sennheisers fill my bill. I have used these headphones on occaision however and can't recommend them more highly.Da Worfster","12 1, 2010",4.0,B00001P4ZH,You really can't ask for much more....,"David D. Macks ""99th Worf101"""
"[1, 1]",1388707200,A1L7M2JXN4EZCR,"You notice more sounds with these headphones.  This is one example of traditional electronics that will never be beat, especially at this price.","01 3, 2014",5.0,B00001P4ZH,Sounds better than any open headphone I've ever heard,David G
"[1, 1]",1388620800,A2A817AADURYEF,"Sure these headphones look a bit wierd. A matter of taste at best.However the sound is great! Whether the source is a smartphone, tablet or PC this is an excellent sounding headphone for the price.","01 2, 2014",5.0,B00001P4ZH,Great portalbe headphones!,"David LaBedz ""dml"""
"[3, 3]",1302480000,A1409QCA0NZMYG,"I felt inclined to write a review because I was so impressed by these headphones... I had tried a bunch in the process looking for headphones in the $150 range, tried Bose OE ($180), Sony XB700 ($90), Pioneer Home Theater A1000 ($95), Sony V700 ($85)... Out of the more expensive headphones I thought the Bose OE sounded the best (very clean crisp highs, and great bass and VERY comfortable).The only headphones that came close to the Bose OE (in terms of sound) were these Koss Portapros and they cost 1/6th the price!! Some people were saying the new design of the cable meant that they are using cheaper materials or something?? Totally untrue, the headphones feel and look great, are comfortable enough for a good couple hours, and sound amazing!Even if you plan to buy some expensive headphones I really think you should have a pair of these... I actually just ordered a $350 pair of Denon d2000, but I don't regret the Portapros one bit, they are awesome, great bass, good mids and highs (albeit not as good as the Bose, but close enough considering the drastic price difference).Update (after 1 month use): Recently I purchased some Denon d2000 and Beyer Dynamic t990 (both retail over $300) I still can't believe how good the Koss stand up to them. For fun I tried connecting the Koss to my Nuforce uDac-2 HP (amp/dac) and they sound even better; mind you the Denons and Beyers have more clarity but once again considering the cost of the Koss it's worth purchasing for portable use even if you have expensive hi-fi headphones. Still impressed!","04 11, 2011",5.0,B00001P4ZH,In my opinion COMPARABLE to the Bose OE and beyond...,"David ""prime203"""
"[2, 2]",1163030400,AM20LNMBYFHHP,"I've been listening to these for years and years.  For the price they are simply amazing.  Great bass response.  Crystal clear highs.  Wonderful for all kinds of music: pop, rock, jazz, classical, soundtracks.  I actively go out and listen to the competition all the time.  I did just order the Sennheister Px 100s because evidently they edge past the Koss headphones.  I find this hard to believe, but we'll see.  I do love the Bose Q2's and plan to get those for home and travel.  But when it comes to serious street bopping: for the Koss.  You will not be sorry!! Promise.","11 9, 2006",5.0,B00001P4ZH,Now Hear This!,David Simon
"[4, 8]",1250640000,A118A49ORGNEUM,"I got my PortaPro phones yesterday, and I am frankly disappointed.My intention was to use these phones with my computer for music listening at late hours. I was instantly defeated by the useless 4-foot cord length. I should have checked that out, but managed to miss it. Nearly every headphone designed for home use (as these originally were), come with at least five or six feet of cord-length. So right there, I was out of luck. Oh well, I thought, I can always use them with my MP3 player.My second discovery is that Koss, like many headphone manufacturers, is targeting it's smaller phones for the highly lucrative iPod market. This means that the guys in marketing are calling the shots. Not surprisingly, the phones have a cord-length that's right for the iPod crowd but not home users. Further, the sound has the exaggerated bass popular with kids into hip-hop, but at the cost of a balanced natural sound. I would describe the sound as smooth and quite pleasant, but rather unnatural. The low end is very exaggerated and the mid-range is down about 5dB. The highs are also way down, perhaps 6 or 8dB. Using my players equalizer I can make the sound acceptable, but these phones are typical of the ""bass is what the kids are buying"" school of design. Without a lot of tone control effort you should expect a bass-heavy sound that lacks any definition in the all-important midrange. I'm a lifelong headphone listener who has used Grado, Sennheiser, AKG, and even high-end electrostatics. I know good phones. These disappoint. I suspect that most of the reviews reflect people who don't use headphones much.One other point. Koss has been praised for it's generous warranty. Maybe, but read the fine print. Koss will replace or repair the phones (their option), if you provide a check for $6 and suitable packaging. Picture that. I spend $6 for repairs, $3 for a shipping box requiring a post-office visit, another $6 for shipping, and still another trip to the post-office. Some lifetime warranty. Incidentally, I would estimate the phones cost a maximum of $5 to make. Seriously, I base this estimation on material costs and the manufacturing processes, which I am familiar with.In conclusion, I cannot recommend these phones to anyone who values Balanced Sound over punchy bass.","08 19, 2009",3.0,B00001P4ZH,Headphones,D. Barber
"[1, 1]",1382659200,A3EK5TRR1L1WR8,"I remember seeing these in K-Mart way back in college. Hard to imagine that they're still making them, or that they're really still that good! Perhaps the latter is the reason for the former. You can spend a couple hours online reading one review after another after  google-ing &#34;best bang for the buck headphones under $100.&#34; Yeh, I did that. Or you can just take 8 seconds and click &#34;add to cart&#34; and get them delivered to your door in a day or so. Really, you're not going to be sorry. Really. No, really.","10 25, 2013",5.0,B00001P4ZH,Heh - these are great!,"D. Bosch ""Bull"""
"[2, 2]",1294617600,A3F2NSR3N0UKP0,"Things I like:- Metal band seems durable and is easy to adjust- Sound quality- Affordable price (I'm not an audiophile, don't want to spend $100+ on headphones but I still want headphones of significantly higher quality than earbuds)- LightweightThings I don't like:- Nothing so farI wanted some higher quality headphones for use with my desktop computer; I found many quality headphones at the $100+ price point but wasn't looking for high-end headphones. I just wanted a medium to medium-high quality pair at a decent price that would provide better quality sound than your standard headphones. After reading many reviews and doing a lot of research, I found the portapros and am happy with them. The sound is more rich, bass comes through surprisingly well without sacrificing the high end. They are comfortable to wear for an 1 to 1.5 hours at a time and are very lightweight so you don't always ""notice"" them on your head. I don't carry them around anywhere, but the fold-up mechanism does make these pretty portable if that's what you will use them for. I'm very pleased with these and would purchase them again; they come with a lifetime warranty though, so I may be set for life.I'm sure there higher quality headphones out there that produce much better sound than these; the portapros produce great sound for the average to slightly discerning listner and are priced affordably. To give you a better idea about the portapro's sound quality,,,0=worst, fuzzy, crackly sound that makes it seem like your listing to a poorly tuned AM station10=best, sitting in an acoustically designed room listening to cutting edge, $10,000+ plus speakersPair of $25 JVC earbuds I got at Walmart and junked within 3 minutes: 1Stock iPod earpieces: 3My Vizio soundbar (with subwoofer): 7Koss PortaPros: 5Surround sound system: 8","01 10, 2011",4.0,B00001P4ZH,Not an audiophile but still want quality headphones?,defcon4
"[1, 1]",1391817600,A3A18QLK7CNIVX,"Well, I have had these for quite a while, and they are simply amazing in regards to sound quality, especially for the price.  The sound quality is a solid 5 stars.  They have very crisp and accurate sound reproduction, a spacious soundstage, wonderfully controlled low-range response, and mids and highs that are just the right balance of warm and bright sound.  They are clean and not sibilant at all.  The only down side is the design.  They are awkward to adjust and to wear.  They also tend to pull your hair.  The temple pads are a dumb idea on headphones that are so light and not noise-isolating.  They also will not fit into or out of their included soft case without almost destroying them. But for sound quality alone these are absolutely untouchable at anywhere near the price range.When I'm really needing a portable headphone I usually go with the soundmagic e10's.  They aren't quite as nice to listen to as these Koss porta Pros, but they also block out outside noise and are still amazing to listen to.  They absolutely trounce any other earbuds I have listened to for under $70.","02 8, 2014",4.0,B00001P4ZH,Great sound...stupid design,Derek
"[1, 1]",1380067200,A1C2FHDWS02T2Q,"I'm actually surprised they still work after so long!  They have decent quality (nothing compared to a more expensive brand, but still better than in earbuds), and they are strong.  I have sat on them and squashed them, yet they still stayed together and kept their shape perfectly.  The problem I had with them was the U shape of them would always get caught on other cables and chords and trust me, that is SO frustrating!  Also, they always close automatically so you have to resize them every time you put them on.  Didn't mind either of these things the first few months, then they eventually start getting to you, trust me on this.  Overall, for this price, they are good, durable portable headphones with good sound, but those gripes I have lead me to not recommend them to constant music listeners...","09 25, 2013",4.0,B00001P4ZH,"2 years, still going!","Desperado ""Danny D"""
"[1, 1]",1379980800,A1KLOJVF9LHYIE,"I've tried to give Koss praise for these all over the internet where ever I can.These headphone just do not get enough credit.They are small, hold well on your head and sound FANTASTIC.Granted if you want full on studio get big $200 to $400 dollar over the ear headphones, but for a reasonable second place when you are jogging at the gym, these are the ticket.I've bought about 3 or 4 pairs and plan to buy these for the rest of my life unless I hear something better.That hasn't happened in a decade so far....The BEST.  Try them out!","09 24, 2013",5.0,B00001P4ZH,The BEST headphones for portability and activity,DetroitJake
"[4, 25]",1245369600,A22EP447IBQNB2,"After hearing the crisp, full sound of my cousin's Koss PortaPro Headphones, I had to buy a pair of my own, especially after the fact that my awesome old Skullcandy headphones failed after 2 1/2 years of service.Awesome, they arrived 4 days earlier than originally projected, so I open the box to find a shiny new pair of Koss PortaPros. I had about 5 minutes to sample the awesomeness before I had to go to work, so I fold them up (neat design, by the way)and fit them into the tight (as in physical, not fashionable) carrying pouch and set them on my dresser.The next day, I have more time to actually use these guys, so I pull them out of the pouch. This is where I need to warn buyers before getting these headphones.THE POUCH IS TOO TIGHT, WHEN YOU PULL THE HEADPHONES OUT, NO MATTER HOW CAREFUL YOU DO IT, ONE OR BOTH OF THE EARPIECES WILL SNAP WHERE IT SWIVELS.[...]UPDATE: NEVER MIND THE WARRANTY IS AMAZING!","06 19, 2009",5.0,B00001P4ZH,Are you kidding me... Seriously?,"Devan Sizemore ""Super Serious Reviewer 5000"""
"[1, 1]",1320883200,AJGXGXR76J1C9,"For the price, there is simply no other set of headphones that will provide as warm and beautiful a soundspace. It's that simple.","11 10, 2011",5.0,B00001P4ZH,Simply the Best Value in Headphones,DigDug
"[1, 1]",1322611200,A1UEZ7R88W631V,"This is my second pair of PortaPro 'phones, and my third pair of headphones using these drivers. They may just be the best headphones I've ever owned- they're not perfect, but they have proven sturdy, they travel well, and they sound great. No kidding; the only headphones I've used that sounded better were the expensive Bose noise-cancelling sort, so I consider this money well spent.Drawbacks: A little pricey. I bought the first pair for under $25 on a competing site, so you might do better with another vendor. The steel band can be a little uncomfortable, but hasn't been for me.Bottom line, these are a great buy and I look forward to using them for a long, long, long time.","11 30, 2011",5.0,B00001P4ZH,Love 'em.,Digitalkafka
"[1, 1]",1359331200,A3JX53X4LT4VA2,"I have been wanting a great set of headphones for years and finally took the time to research them and checked with C-net before I purchased anything. I am so glad that I got these, they are so very comfortable (even with brand new ear piercings) and sound incredible. I am also very happy to find out they have a lifetime warranty.","01 28, 2013",5.0,B00001P4ZH,Finally!,Donna Alexander
"[1, 1]",1355875200,A2LFDHTL18INZQ,My daughter didn't have a nice pair of headphones and we looked these up on Amazon and Cnet loved them so for Christmas I bought them for her. SHE LOVES THEM &#60;3,"12 19, 2012",5.0,B00001P4ZH,My Daughter Loves these!,"doug ""Just some dude."""
"[2, 2]",1242000000,A833B463ZZJT7,"How often can you really ""feel"" the music? Well, now that is possible with the Porta pro from Koss. Just got mine and they are incredible. Amazing is too short to describe the experience. Highly recommended.","05 11, 2009",5.0,B00001P4ZH,Feel the music,Douglas M.
"[6, 6]",1068681600,A3HK1EO0SEEB8Z,"I have had these headphones for 7 years, and the headphones are great.  But more than that, KOSS is amazing.  If there is a short, a problem (and there have been about 4 over the years), they give you a lifetime warranty on the headphones, and have either fixed or replaced them for a nominal charge to cover shipping and handling.  I recommend any KOSS headphones not just because the sound is really good, but because they stand behind their product.","11 13, 2003",5.0,B00001P4ZH,"A great product, and a lifetime investment","D. Perlman ""skutchie"""
"[1, 1]",1385942400,A13BOWET73AJQ1,"First thing I thought when I heard of these headphones:  really?  people like THESE? They're SO UGLY!Needless to say, I stopped worrying about how good they looked as soon as I heard how good they sounded.  They have amazing bass and the highs and mids are clear without getting distorted or drowned out.  The construction seems flimsy, but as others have pointed out, there is a lifetime warranty on these (although you have to pay for S&H;).  They're light on the head and I can wear them for hours without any fatigue.  However, they are a good amount of sound, so I wouldn't recommend listening to them in quiet areas like libraries or on a commute.  All in all though, I hate to sound cliche: but this really is one of the best headphones for the price.","12 2, 2013",4.0,B00001P4ZH,"Cliche, but it really is one of the best headphones for the price.",drgteeth611
"[1, 5]",1126483200,AVWFHFRDVOC6Q,"Fit only so-so, pressure adjustment flimsy. Sound quality very good but not outstanding; sound leaks very noticeable.","09 12, 2005",4.0,B00001P4ZH,headphones,"Dr. Huber ""Huberto"""
"[4, 4]",1233360000,A633NIAR4JJAR,"I've had these wonderful phones for three months. I use them for my ipod classic. The sound is rich and full. Strong bass with no distortion, even at high levels. Listening to Fleetwood Mac's ""Dreams"" makes the song sound like a dream. You can hear Stevie make sighs and sounds you don't hear on the cheap ipod earbuds.And when you listen to Led Zeppelin's ""Moby Dick,"" it feels like you're sitting right next to John Bonham as he pounds on the drums.It's unbelievable how good these phones are. When you listen to the Counting Crows' acoustic version of ""Amiee,"" with its mandolin intro playing in the left ear, and rich acoustic guitar coming through on the right ear, you will have an eargasm, baby! It is an experience!The Portapros are also, hands down, THE most comfortable headset I've ever worn. You can adjust them to fit tighter or more loosely around the ears, and the extra padding really helps with the comfort.I should say that these are not noise cancelling or sound isolating. I can't wear them in bed at night because even with the volume 1/3rd up on the ipod, my wife can hear them. Same thing with riding the train or bus. You won't want to wear them in public, partly because they look like something worn on the set of the 1984 flick Tron, and partly because your neighbors won't want to listen to your music.But if you care about excellent quality sound, and you are not disturbing anyone, these are THE best sounding headphones you can buy under $50. They are a BIG step up from the so-so ipod earbuds and a bigger step up from anything Walmart sells.I should say that these sound better on MP3 players than they do on Hi-Fi equipment. I definitely prefer my beloved Grado SR125s for listening with my stereo or with my laptop.But the Portapros are a steal at $38.I almost forgot to mention that there is a lifetime warranty on the Portapros. If they accidently break, and you still have your receipt, Koss replaces them for free. Awesome!","01 31, 2009",5.0,B00001P4ZH,The best sounding headphones under $50,"Dr. Marc Axelrod ""PM"""
"[1, 1]",1391558400,ASKFD1IPJ0PQ9,I have Bose acoustic noise cancelling headphones which i paid $150 while this Koss Headphones I paid $25 ( black friday deal ). I can say I love this headphone way more than Bose. 100% recommended.,"02 5, 2014",5.0,B00001P4ZH,Amazing sound quality,D. Shah
"[1, 1]",1283644800,A15OQ0YZCQ787E,"I bought this item after going through so much research. I was interested in this because it is in CNET's top 5 and so many good reviews in Amazon. So I don't think one more elaborated review is not necessary but I want to focus on some issues specifically.1)comfort: I bought a sony MDR-XB500 (for it's extreme comfort and good sound quality) after I buying Koss PortaPro thinking that Koss is pressing my ears too hard because, my ears were paining after listening for couple of hours. Afterwards I noticed that pain is not because of the pressing alone but because of the high bass from KOSS. If you listen at little less volume it shouldn't be a problem.2)Mechanical issues: There are glides on the Headphone for light and Firm wear but when I put them in light mode they just don't stay there. They come to firm position once I touch the phones. One more thing, unless you pull the metal bands to the end they try to collapse. This is not an annoying problem for me because I have a big head. Slowly my ears are used to this, and I can listen for longer times and I am listening at low sound levels. So I changed my decision to return these and I am keeping them.Just to list the Pros and Cons I experienced.Pros: Best sound quality, light weight, portable, extra bass (you love it),Cons: Design not up to the mark, Mechanical issues like glides not staying in their position. Extra bass (You can hurt your ears).","09 5, 2010",5.0,B00001P4ZH,Best bang for the money,DSM
"[1, 1]",1344643200,ADH0XCEQ0TXHL,"Suits my needs almost perfectly.  A great balance of quality construction, design, price and sound.  All that and a life time warranty from a company with a solid reputation.  I love these headphones.","08 11, 2012",5.0,B00001P4ZH,Retro tried & true tough headphones,"D. Westwood ""dave_westwood"""
"[2, 2]",1294790400,A3B21ZWOW9I4X7,"Probably not fair to compare these to my last set which were PX100s and cost considerably more, so I won't do that, cause PX100s they're not. That said they are decent enough for the price. I was a bit spectacle on how comfortable they would be since I shave my head and these have no pads, but they fit fine, stay on my head and are comfy enough.They produce decent sound although somewhat muddy and not as crisp as the PX100s for sure. But since they are mainly for the time I spend on the stair master at the gym, the sound quality is more than adequate. They block most of the background noise, but I can still hear a bit of what's going on around me which is not a bad thing.As for portability, they fold up small enough, but not small enough to fit easily in the carry bag that is provided, which is pretty much useless. Without it, it's a pain since I keep them in a pocket of my gym bag and without some sort of small carry bag the cord easily gets tangled. For some reason it wants to maintain the original coiling it had in the packaging. Hopefully over time it will straighten a bit. Not a big deal though and I can make do with some other bag for storing them.How well they hold up is yet to be seen. I'm pretty hard on my headphones and have yet to have a pair last more than two years. They look solid enough but I have my doubts. For the price though, it's not a big deal.Overall I am happy with the purchase and would say the rating on these is about right.","01 12, 2011",4.0,B00001P4ZH,Decent for the price,E. A. Jacques
"[1, 1]",1388361600,AN3ILH8NOGNH4,"I'm a live sound engineer. I have many pairs of headphones. I love these for personal listening with MP3 players, phones, portable digital audio devices. Great for travel. I've purchased several of these. They sound way better than you'd think.....","12 30, 2013",5.0,B00001P4ZH,Killer sounding phones,ed bayer
"[1, 1]",1241913600,AIBGSX2D3EXU6,"Not being familiar with the Koss brand I was hesitant to order these headphones but with all of the consumer reviews being four stars and higher I decided to buy a pair. They are small, what you would expect from a cheap portable set. However, the sound blows me away. I hear every little nuance of the music. The bass is very present, the highs are crisp and clear. Well done Koss! They are comfortable to wear, easy to get a good fit with minimal adjustments. They do seem fragile, only time will tell. Get a pair, hear for yourself. I'm quite surprised and very happy with mine.","05 10, 2009",5.0,B00001P4ZH,Sonic Bliss,"Edward Cheek ""E. Cheek"""
"[179, 194]",989712000,A3TIJC6L8USJ6Q,"I've worn out two pair of these phones in the last decade. The sound quality was great. Wonderful bass--the only phones with  better have been phones that fully cover my ears--and aren't really &quot;portable.&quot; These stayed comfortable for the excruciatingly long flights from SoCal to northern Norway, even while wearing glasses. They fold up nice and small, easy to tuck away. They also performed adequately while watching airline movies ... more than saved the price of the phones over several trips!I have two complaints: 1) hair easily penetrates the &quot;speaker grill&quot; and makes irritating noise against the actual speaker membrane. 2) The speaker, while reproducing sound well, can develop tears in the membrane easily. BE CAREFUL! Nothing is more annoying than a buzzing speaker at 33,000 feet (well, perhaps sudden cabin depressurization ...)!My second pair wore out about the same time as my vintage walkman. I replaced the setup with a Nomad II MG &amp; a pair of noise cancelling headphones--they make a _huge_ difference!Five stars for sound quality. Five stars for comfort. Five stars for portability. Five stars for durability. If you're not going to spring for noise cancellation and you need a folding pair of phones, then get a pair of PortaPros.","05 13, 2001",5.0,B00001P4ZH,Great for Travel,Elderbear
"[2, 2]",1260403200,AZA96HCU57OVF,"I own 9 pairs of headphones and several more have been and gone.By far, the PortaPros are my favourite for portable music. Long walks with the dogs, bike riding, train travel, plane travel.The sound these little babies pump out belies their size. Truly excellent acoustics for such a small package.Not many companies these days offer a lifetime guarantee. Says a lot about this product.Some people are unsure of the retro look. I for one love it. They're unique in that regard, but at the end of the day, it's all about the sound and that's where these headphones excel.Do yourself a favour and get some.","12 10, 2009",5.0,B00001P4ZH,By far the best portables headphones around.,E. Loupas
"[2, 3]",1327968000,A1FREHYUPLCMTC,"I know there are a million great reviews for these phones. I'm speaking directly to Longevity now.I got Koss PortaPro phones ages ago, I think I got mine in 1998. Seriously: I bought them specifically for listening to FTP- begotten MP3 files before I found Napster.These were the best phones I ever found, for these three reasons:1) They aren't monitors, so I can hear humans in my vicinity calling my name. Ear goggles would not allow that.... When my kids are sleeping, and I need to hear any cries in the night, this is critical. Also I could use them at work.2) They provide excellent response range, and I assessed this in my 20's, when I could still hear over 20MHz.3) And now, I swear to you FOURTEEN YEARS LATER, I'm listening to the same phones, and still loving the sound quality.  I've had to replace the pads, I've long since lost the case, but these are the phones hanging atop my computer monitor for when I want good sound quality with my netflix streaming. The metal has not even a blemish.... FWIW, I have not had to replace the temple pads. For some reason those have not deteriorated. I don't get it, logically they should've.Anyway, whenever my kids break these, I will buy another pair, with unreserved exuberance.aside: Koss also OEMs some of the headphones for Radio Shack. I had a much less favorable experience with those phones. You should stick with the brand-name version. Apparently even the Koss factory is capable of producing crap for an OEM job.","01 31, 2012",5.0,B00001P4ZH,Longevity,"E. Manning ""ex-scientist"""
"[1, 2]",1276992000,AU23M8NFNISHE,"The Koss PortaPro Headphones are extraordinarily portable, as they fold and slide into an small extremely space.  However, they NEVER retain the tension setting or head band size that you set for best fit between uses (even when not folded) due to design limitations.  They also tend to become uncomfortable to wear after a short period of time at any setting.  If you do NOT need portability as your overriding choice factor, you can do MUCH better with other Koss headphone models or other top rated brands... so keep looking.","06 20, 2010",3.0,B00001P4ZH,Portable But Not Comprtable,eNGeeNC
