reviewTime,helpful,overall,summary,asin,reviewerName,reviewerID,reviewText,unixReviewTime
"04 27, 2014","[0, 0]",2.0,Max volume is still too low,B0001FTVEK,EBO,A3HU8PJOJAPNJB,"Too bad.  Otherwise I would have kept them.  They were purchased for my wife who has been using TV Ears for a couple of years.  She put these on with the TV, turned up to max volume, and took them off all within five minutes.",1398556800
"02 27, 2005","[6, 7]",5.0,Performance Headphones,B0001FTVEK,EdBianc,ASYKL6576DHRG,I purchased these headphones after using (and returning) the Sony MDR RF960's and have been totally happy with the performance of the Sennheiser unit. The range is excellent and there is no hiss or distortion in the reception. The fit of the headphones is good and the ear piece is comfortable. For the price I paid ($72) there is no question this is a best buy!,1109462400
"05 13, 2013","[1, 1]",1.0,Disappointing quality,B0001FTVEK,Edgar H. Bork,A19EL8W7G03BYR,"Not worth the money.  I've been an audiophile for 40 years and a fan of Sennheiser for many years.  This product is a poor representation of Sennheiser quality.  I plug it into a high quality Denon receiver's headphone jack and sit no more than 10 feet away from the transceiver and get poor sound quality at best, regardless of which of the three channels I chose or what tuning I select.While the headset is reasonably light, the ear cushions are not comfortable for any length of time.  They feel like wearing drywall.What really makes me hate this product is the unit's propensity to produce sudden and high volume noise without me moving my head.  Unpredictable and potentially ear drum damaging.  Imagine listening to your favorite music or TV show at 60 decibels then ALL OF A SUDDEN hearing a pop of 110 decibel noise.I am close to sending this back for full refund.  I will try a few more positions for the transceiver, but doubt it will help.I'm really sorry I bought these, and my respect for Sennheiser has degraded, even though I have two other Sennheiser products in my possession.Do NOT buy this set.E.H. Bork",1368403200
"06 13, 2011","[1, 1]",3.0,"Meets the need, but little else",B0001FTVEK,Ed Seith,A1U4I9NTIU4WI9,"I've had this product for almost 18 months now, and it's a love/hate relationship.  I use them primarily so that I can practice guitar at all hours without disturbing my family.  They allow me to do that, with some caveats, which is the only reason they're getting a positive review.  Battery life is good, and they're generally easy to use, but there are MANY cons:1. Sound quality - overall quality is not too bad, but bass response is very muted, which takes a lot of the ""life"" out of listening and playing.2. Noise - just about ANYTHING interferes and injects a hum, warble, or some other minor distortion. 99% of the time I am less than 5 feet from the base.3. Auto-off ""feature"" - if a loud-enough-for-its-own-taste signal is not received for a moment or two, the receiver portion of the headphones shuts down, prompting a HUGE and LOUD steady-static burst that hurts the ears.  This is plain STUPID engineering, and might be the biggest reason to avoid these. It's horrible.4. Ergonomics - the earpieces are flat, and not soft.  The phones will slide off your ears and head with relative ease, and are almost, but not entirely, uncomfortable.All that said, they are easily the best wireless headphones I've found in the relative price range, they remain durable and usable for the purpose, the charging/holding stand is brilliantly executed and easy to use, and they allow me to do what I bought them for.  Meh.",1307923200
"01 7, 2013","[4, 4]",5.0,"Good sound, good range, extra headphones available",B0001FTVEK,Ed Sejud,A3UC0BWU7CSVZT,"I bought my first one of these to keep my wife from complaining that the television was too loud, late at night, when she was trying to sleep.  And it was too loud, because my hearing nowadays isn't what it was when I was younger.  That was several years ago.  Now my wife is happy, and I'm happy because I can listen to movies on television at a decent volume without worrying about offending my wife's sensitive ears.  I wear these while cooking in the kitchen, on the exercise machine, mowing the lawn outside, in my workshop, basically anywhere in or around the house, and I still get good reception and I can keep up with the television program I was watching.  The headset gets a little loose after a year or so of wear, and it (they) have a tendency to fall off when you lean forward.  I solved the latter problem by making an nearly invisible ""loop"" out of black nylon fishline that goes behind my head to prevent the headphones from falling off, regardless how far I bend over.  The ear cups are large and well-padded to deaden outside sounds.  Because they're on my head and the television volume is low or off, I just flip the on/off switch to ""cut"" commercials wherever I am, then flip it back on again when the commercial is over.  Often, I forget about the tv altogether and leave the switch off, and I find the headphones can be used effectively to just deaden ambient noise and isolate me from the environment while reading or when I need to concentrate.  They're that comfortable.  Before long, you don't know you're wearing them.  The best part is that Sennheiser sells (through Amazon) replacement headphones, so you can keep one headphone on the charger while wearing the the second headset, so you always have full power.  Often (like Saturdays) I'll wear the headphones nearly all day, which means I get 8 to 10 hours of continuous use on a charge.  The on/off switch itself is the only problem I found with these headphones.  I've had three (3) headsets.  One died of switch failure well after the warranty period, and a second pair is getting that way after about two years of heavy use.  I recently bought the third headset, so I still have two headsets, but I'm not bummed about the switches weakness because I figure I got my money's worth out of the product as a whole.  In certain areas of the house, there is a little static, but not to an objectionable degree.  The link between the headset and the charger base unit is radio, so static happens in certain places as with all radios, depending on local sources of interference.  I'm really happy with the product after years of using it, so this is a long term product review, rather than one written the day after opening the box.  These hold up very well with hard use over the long term.",1357516800
"09 12, 2009","[1, 1]",3.0,OK. Same as the Sony I had 20 years ago. Nothing new,B0001FTVEK,Edward,ANN0A16L03NKG,"These are good quality wireless headphones. 120' range - maybe on the moon. Same room - yes. Nice charging technique. I thought the wireless headphones got better in the last 20 years. However, this one has the same qualities as the old Sony I bought 20 years ago.",1252713600
"07 16, 2013","[0, 0]",5.0,Just what we needed!!!,B0001FTVEK,Edward J Branham Sr,A3B7TD1VKB2K8N,These headphone were just what my wife and I needed for a good nights sleep and still be able for the other to watch TV.,1373932800
"03 4, 2012","[0, 0]",5.0,Dad likes them !,B0001FTVEK,eee,AJYDC7UP4K4KE,"I got an unknown brand for my dad at Staples Dec of 2011 and they worked OK for about a week or so and then when I tried to fix them I discovered what I had purchased at Staples was junk.So I repacked them and the store manager at the White Plains Staples OK'd a full refund for me long past their customary ""techonology"" return period.  I appreciated that.So I went online and discovered that the RS 120 Sennheiser wireless headphones were getting rave reviews from over 2,400 people.I ordered these on Amazon and selected the free shipping on a hunch that they would arrive in time for his birthday on Feb 26th.  They arrived on Feb 24 !  Amazon is fabulous on free shipping.On Feb 26 I hooked them up after dad opened the gift box with these headphones.  The batteries were suitably charged already and the RS 120 sounded great hooked up to his TV.I called him about 4 days later to ask how he liked them and he tells me they sound great and he hears every word of his news shows and other TV programs he enjoys watching.I had hooked them up to the rear panel audio output jacks of his TV.  The normal TV sound can be fully muted and the RS 120 headphones still sound great since the rear panel output jacks have a constant audio level.I tried them when I was there and the sound quality is definitely rich and full spectrum.Sennheiser engineers deserve much praise for producing a superb product !",1330819200
"04 18, 2008","[1, 1]",5.0,Exactly What I Needed,B0001FTVEK,"E. Gregg ""Electronics Enthusiast""",A1X2XA3KX98Z4C,"I recently upgraded to a Sony HDTV and needed some wireless headphones to go with it.  My previous Sony TV had a pair of wireless headphones that synced up wirelessly with the TV without an external receiver or anything.  When I upgraded, I lost and deeply missed that function.  My wife is on a different work/sleep schedule than I am, so I needed a way to be able to watch TV without having to keep the volume down really low and sit like 2 inches from the screen to be able to hear it.  After comparing several brands of wireless headphones online, it seemed that the Sennheiser headphones had higher review ratings than other big name brands like Sony.  After doing some further comparisons on price, I found that Amazon was selling the headphones I wanted for about $50 less than the local Large Chain Retailer (Best Buy).After making the purchase and hooking the headphones up, I have been completely pleased with this product.  With my setup, I have the wireless receiver hooked into the headphone port of my surround sound receiver.  I can turn the volume of the TV down to Zero, and then turn up the surround sound and slap on the headphones and listen without disturbing anyone.The wireless range is very broad, and I can walk throughout my entire house and still get a good reception (with only minimal static interference).  There are 3 different wireless settings on the base of the wireless receiver (possibly 3 different frequencies).  By adjusting the base and then using the tuning wheel on the headphones, you can fine tune the clarity of your signal and minimize any distortion/intereference.  Other reviews I have read talk about a background noise/hiss when using the headphones.  I have found that by turning up the volume on my cable box and on the headphones and then turning down the volume of my surround sound receiver, I get a near perfect signal without any background noise or hiss.  This may be different for people with other setups, but I am very picky when it comes to audio/video quality and I have not been disappointed with this product.The one knock I have on this product is that it has an on/off switch on the headphones that is easy to forget to turn off (which is more a problem with me than with the headphones).  My last pair of wireless headphones had a sensor strap that would tell the headphones to turn on when you had them on your head.  Having grown accustomed to that feature, it makes it very easy to forget to flip the headphones off when I'm not using them.Overall, this is a great product.  Again, different setups may yield different results but with my setup, these headphones have performed beyond my expectations and I would definitely make the same decision to purchase them again if I had to do it all over again.",1208476800
"11 27, 2012","[1, 1]",5.0,Husband loves them,B0001FTVEK,E. Heatherington,A3R53A6F2U7ZO,"I bought these for my husband for his birthday so we could rock out to video games while I sleep in the next room. He loves them, and now uses them even when I'm awake or not home because the sound quality is so great and immersive.",1353974400
"02 1, 2013","[0, 1]",1.0,Sennheiser RS120 Over-Ear 900MHz Wireless RF Headphones with Charging,B0001FTVEK,E. J. Krouze,A9AW892KY2VC,"Operated per your instructions, but the unit just quite its operation.  Have not used in a long time.  I am a Homebound individual, thus getting it out to be repaired (if possible) is a difficult situation for me.",1359676800
"01 28, 2014","[0, 0]",5.0,Works as advertised,B0001FTVEK,"electogeek ""electogeek""",A2H9R64T8WOMAB,"This works great for my situation.  Busy time of year when I need to get to bed earlier than my wife.  She gets the headphones, I get eye shades.  Problem solved.",1390867200
"03 17, 2014","[0, 0]",5.0,My 100 year old mom used it so her caretakers wouldn't have to listen to the TV blasting,B0001FTVEK,Eliot Khuner,A3QNURO5S4VMOI,"It is so good!  Battery never ran out, always had good sound.Now that I have inherited it, I haven't found a use for it.",1395014400
"03 12, 2013","[0, 0]",5.0,Perfect for RV use,B0001FTVEK,Eliza'z Mamaw,A37ZUP6QF3TR0K,Ordered this for loving spouse who tends to stay up watching TV way after I have called it a day.  It works great especially for the tight quarters in our RV. He is able to continue to enjoy his programs while I enjoy quiet sleep. Small charging cradle stores easily in cabinet below TV and headphones always charged and ready for use. Very pleased with product!!,1363046400
"06 24, 2014","[0, 0]",5.0,very good quality,B0001FTVEK,"E. Massa ""San Francisco""",A3S5Y9H7GUDOSS,I have this headphones for over a year now and they are great to listen to TV at night. great sound and the wireless has a good range for a bedroom or living room.,1403568000
"10 9, 2013","[0, 0]",5.0,Great design - Works fine.,B0001FTVEK,End User,A2JZNFRTVZXILQ,"Great product - works fine. Just make sure it sits in the re-charging cradle, when not in use, so that batteries are properly recharged.",1381276800
"02 28, 2013","[1, 1]",1.0,Good only if you sit upright and still,B0001FTVEK,"Engineer ""Engineer""",A32MRMQO5KJ7A,"These are good only if you sit upright and still.  Otherwise, they fall off your head at the slightest lean or tilt.",1362009600
"10 14, 2011","[0, 0]",4.0,Convenient,B0001FTVEK,Eric C. Williams,A3SWLDY5FWIDNL,"Like many wireless headsets, the sound quality coming out of these isn't anything to write home about. But I didn't buy these for their sound quality, I got them for their convenience. They are incredibly convenient. Just pick them up off the stand, pop them on your head, and you're good to go. Once you're done using them you just place them back on the stand and they recharge. Very simple to use.There are a couple little oddities about these that Sennheiser could improve upon. First is the fact that the volume control and tuning knob are too close, and it's easy to accidentally knock the headset out of tune when you just want to adjust the volume. Seems like a major oversight. Next is the fact that they're a little difficult to set up, what with the channel selection and the tuning knob and whatnot. It would have been nice if the headset and the base just synced up automatically, but maybe that would add too much to the cost. Finally, if you stop sending an audio signal into the base (i.e. you pause the movie), eventually these things will start blaring static, and then they will eventually turn off. Not a big deal but it can be a minor annoyance.We use these headphones while the kids are sleeping, and I think their quality to price ratio is just about perfect. Just bear in mind that their sound quality is acceptable but they're not going to sound anywhere near as good as any of the high-end Sennheiser headphones.",1318550400
"05 30, 2012","[0, 0]",5.0,"Nice clear sound, and long battery life",B0001FTVEK,Eric,AD4157JAQ17T9,"We've tried several wireless headphones for our TV, and these are the best.  With others, there's been an annoying hiss if you have your head turned the wrong way, and the battery life has been poor.  With these, the sound is consistently clear, and we have yet to run down the batteries.",1338336000
"02 3, 2014","[0, 0]",5.0,Really great sound and transmission distance!,B0001FTVEK,Eric Owen,A173814OIKA2OY,This set of wireless headphones and transmitter has been a great choice. The sound quality is very good and the transmission distance is great. I can mow my whole yard front and back without ever having any sound or transmission loss. I do believe I'll be ordering and additional set for other family members.,1391385600
"12 11, 2011","[5, 5]",5.0,Almost better than sliced bread,B0001FTVEK,Eric S. Anderson,AW2S1W4PZEFNA,"I have had my Sennheiser RS120 headphones for about three weeks now and I really don't know how I have lived without them. From way too much time as a roady in my youth, way too much loud music all my life, and running all sorts of equipment without hearing protection I have a very hard time hearing normal conversations.DVR/DVD watching TV with the Minister of Finance (my charming bride) has become routine in my 59 year old life. Unfortunately no matter how loud I turned up the sound I missed a lot, especially dialog. Cranking it also made the MOF uncomfortable.  She was also very tired of listening to my audio in the other room - that's how loud I had to crank it to hear it.I have a strange AV configuration. The cable is wired both into a BOSE theater system and my BOSE computer speakers. Normal mode is to listen with the computer speakers feeding the cable signal into them.  When the MOF is here we just listen to the sound on the TV.  The BOSE Theater is only used rarely.  Like watching Woodstock on DVD.No matter how much I cranked the TV I couldn't hear Henry VIII whisper sweet whatever's into whichever was the current squeeze. I tried to read lips, but that was a pain.  I looked at lots of options, and chose the Sennheiser RS120 primarily because of the reviews here. I have come to trust them a lot in my shopping decisions.As Amazon usual, there were no problems with ordering/shipping/receiving. Installation was a snap, and they were considerate enough to include a Y plug to turn the RCA jacks into a mini - nice touch and they were useful. Rechargeable batteries were included.Literally plug and play, although I let the batteries charge all night. Perhaps the niftiest design feature is the wire loop cradle for the recharging. With virtual reckless abandon you can drop them on the charger. I have never run out of juice and worn them for hours.The sound is AWESOME.I am hearing things, especially from the TV, that I have never heard. They sound as good as my BOSE acoustic headphones and add the value of being wireless. Ranges is great, base is OUTSANDING.  Be advised these comments are made by someone with real hearing issues - I can't imagine how good they would sound with undamaged ears.The controls on the headset are a little awkward but in time familiarity comes into play. I always turn them on/off in my hands so that's not a problem. The volume is the top right knob and is sensitive to the volume from the device.  The tune knob is the lower nob and when needed, is difficult to use when you lose a signal.I have been more than 150 ft. from the unit and have had no problems. I can use them in the garage, and will be interested to see how much of the three acres of mowing can be done listening with them.  Sound quality does not drop significantly with distance.The only knock I have on the the unit is probably due to the way I have it configured.  On occasion, not frequently, but enough to be annoying, it will drop the signal and provide the screech/squawk of a two-way radio. When this occurs I often have to plug/unplug the cable signal and retune the headphones.  This also occurs, again on occasion while surfing and opening a page in the browser. It would be my guess that if I had a single input source I wouldn't have this problem.I am thrilled that I now get to hear things, and hear them better than I have in years. The Minister of Finance is overjoyed at not having to listen to Iowa Hawkeye radio broadcasts in the other room.  If possible, I would give this product ten stars for the way it has improved the quality of my life. I wish I had a pair years ago. Almost better than sliced bread.",1323561600
"11 5, 2008","[51, 57]",1.0,Poor design due to auto shut off function. Disappointed!,B0001FTVEK,Espresso Fan,AAR96VRAXSIZW,"Very disappointed. My wife and I work different shifts. I purchased these so my wife can watch TV while I sleep. Unfortunately... after a few weeks of trying to live with them, we gave up and eventually sold for at a garage sale for $5.Actually... when the work, they work quite well. Yes, there are bursts (pops) of static as you move around while wearing them  (like you might hear on a AM radio station turning a thunder storm) but it wasn't a deal breaker for me. If you sit in a chair, or are in bed, and remain stationary the static pops don't occur. They do emit constant nonstop static but its very minimal (similar to the white noise you hear when wearing noise canceling headsets). Then again... if you are an audiophile it will drive you nuts! I wouldn't recommend them for music but can tolerate it for TV viewing.  For most people its notAnd issue. In fact, many don't even hear it (which explains the positive reviews)Actually... ignoring the static issue... they sound quite good.The problem is... they only work as long as there is sound being broadcasted! Once the sound source stops, you loose the signal connection between the headset and the transmitter and BANG...  LOUD STATIC!!!  Wow... it scares the crap out of you. You then must turn off the sound source (TV, receiver etc) and turn it back on to re-establish the connection to the headset.If the TV program you are watching goes silent (like during a quiet scene in a movie), or a few seconds of silence when the program goes to commercial break, or if listening to a quite passage in a piece of music... or the delay that occurs between music tracks on a record album... BANG ... The headset drops the connection to the transmitter and you get blasted with full volume static. This also happens if you hit the mute button for the TV! What a poor design!NET: Anytime, for any reason, that no sound is being transmitted... the headset thinks the TV or the signal to the transmitter has been shut off and the headset disconnects itself from the circuit. You then have to shut off the TV (or our sound source) and turn it back on to reset the headphones.I own several pairs of wired Sennheiser headphones and love them. Sennheiser makes awesome headphones but every once in a while, every manufacturer turns out a lemon and this unit happens to be Sennheisers.Do yourself a big favor and ""sort"" the Amazon reviews on this product by rating, then read all the One Star reviews. If you're smart... you'll buy yourself a long headset extension cord and avoid these all together.",1225843200
"09 26, 2009","[1, 1]",4.0,Not as Bad as a few feel - In fact Very Good,B0001FTVEK,"E. Treants ""tree""",A13T0V3LHOTHDL,"Lets revisit some of the issues others have discussed:1.  Hiss - yest there is hiss, BUT only when I get almost out of range.  I have not found it necessary to hold my head rigid or in strange positions.  Hiss is not really a problem for me or the wife.  (Note: you will get lots of hiss if the input level is too low.  Try using line out instead of audio out)2.  Volume control too close to the tuner.  Well, since I can shift and clutch while chewing gum, I have not yet found this to be a real problem.  Takes almost no practice to get it right - just start high and work down for the volume.3.  Range - I lost the signal completely at about 300 feet thru walls and trees.  Sound quality began to deteriorate and hiss increased at around 250 feet.  Even had to face the ""right"" direction and hold my head in funny positions to get good sound past 250 feet.  Working in the garage or most of the yard, I had really good sound.  Since some of my yard is well beyond 300 feet - I could not get good reception at all times and places - not at all a deal breaker for me.4.  Sound quality.  These are NOT as good as listening to a recording with a high quality sound system or thru my Bose home Theater System.  They are intended to provide very good sound quality with complete freedom of movement.WAIT - Solved some of the negative reviews.  These headphones work great in my house.  I actually purchased them for my mother - she lives in an assisted living center.  When I tried to install them in her room, I found out that the wireless phones used by 90% of the residents interfere with the system.  There is no way to tune the headphone system with all of this interference around.  I use a newer cordless phone that operates on different frequencies, but your phones may be the problem.  Electronic interference is probably the reason for the hisssssss problems.5.  Headphone comfort and fit.  Not as comfortable as some other headphones I have used and/or owned.  Quick moves can cause the headphones to slip off your head.  Maybe it is just me, but this can cause some problems and could be fixed.  Not a deal breaker, but get used to wearing them before you move around a lot.  I would not wear them if I were going jogging.  Overall I would still recommend these headphones.  I feel that there are enough good things to offset the fit.",1253923200
"12 29, 2012","[0, 0]",5.0,They work as described,B0001FTVEK,E. Turner,A1J7LKMZG3ZVLU,"I was concerned about this purchase after reading some other reviews.  However, the wireless headphones are working very well for us.My husband listens to movies and music at louder levels than I do.  I work from home and he has the sound going while I'm trying to work in the next room.  Also, he likes to watch television in the evening more than I do - which means I used to have to endure the loud noise or move to a less comfortable room for reading.  For me, these are great because they give me peace and quiet.I'm relying on my husband for the rest of this review.  He is usually very picky about sound quality, but he tells me the sound is excellent, even giving him the surround sound effects of our expensive sound system.  He has no problems with losing the blue-tooth connection or dropping connection - but he is staying in our great room and kitchen area, not going outside with the headphones.  He did discover the issue of the headphones thinking that the base was turned off if there was an extended period with no sound, but learned to work around that fairly quickly.  If he mutes commercials, he turns off the headset until he sees the show coming back and unmutes.  He tells me that the headset is warm to wear for extended periods, but not excessively.  And, as he points out, it's tough to cut out all outside noise without a good ear covering - and that causes the heat.",1356739200
"12 28, 2011","[0, 0]",4.0,It works very well.,B0001FTVEK,Everyday JJ,A1B0UHA48M7EJM,"Good product, well done. If it could be a little smaller, I would of love it even more.This is the third Sennheiser headphone I bought.",1325030400
"08 28, 2013","[1, 1]",1.0,I'm really dissapointed,B0001FTVEK,E.W,A25LVQEW4XCWK5,"I cannot believe these headphones have gotten so many 5 star ratings.I cannot get over the humming noise.  It's maddening.  I bought these to wear at my desk at work.  I had an older pair of Bluetooth headphones that had finally given up on me.  I thought I'd go with a bigger name brand and get something that would last a little while.  I can't even sit 2 hours with this humming.  I've tried different stations, I've tried the tuning feature, nothing makes it go away entirely.  This might be better in a home with less electronics around, but NOT for office use.Charging station is nice, that's about the best i can do for this set of headphones.  Don't buy them.",1377648000
"09 12, 2008","[3, 3]",4.0,Good wireless headset,B0001FTVEK,E. Woodford,A1RXR1FDR09RRJ,"I purchased a pair of these headsets for watching TV after the kids go to bed. They have excellent sound quality, battery seems to last quite long, considering 2-3 hours of use each night. Maybe charge them once a week.Loves:1. They are RF. Goodbye IR wireless headphones that only work infront of the transmitter. Now I can wander into the kitchen and still hear what's going on.2. Rechargable with 2 AAA batteries. If they are absolutely dead, I can grab batteries out of storage and fire them back up.Problems:1. The smallest setting for the headband is still not that small. My oldest (6yo) can wear the headphones, but they fall off if she moves around. Considering she wears a hat 2 sizes larger, they are designed for a much larger head.2. Their is no indicator light to show that they are on, or if the battery is charged. You have to physically look at the switch to see if they are on. Charged? Well, do you hear sound, try fiddling with them and make sure they didn't change tuning.3. The last month or so, a neighbor has started using his shortwave radio. In certain places of the house, I can pickup his conversation over his CB. Not quite as entertaining as the TV.. I've changed the tuner options on the headphones the other day and haven't heard from him again.4. Can only charge them on that gianormous base. If you plan to use them with your entertainment center, plan on making space for that large transmitter base, that is accessible so that you can charge them. Putting it behind the TV creates a bit of electrical interference (buzz). Maybe on top the EC cabinet? :)",1221177600
"06 24, 2009","[0, 0]",2.0,My first return to Amazon,B0001FTVEK,Faye L. Bowring,AMPGRXQMO89X9,"Unlike a few other reviewers, I had no problem with the fitting of the headphones or the charging cradle.  And I really don't want to attribute the 2 star review to the Sennheiser Wireless Headphones.  Although our TV is not ancient, it is an older model and although I tried every conceivable hook-up there was and let the headphones charge for more than the 24-hour period, I could never get rid of the constant static.  Finally, after a fair amount of trial and error, I repackaged them in the original boxes and applied for an online refund with Amazon (my very first refund), printed out the labels and authorization and returned it to Amazon.Of course, I was disappointed because they seemed like good headphones but not compatible with our TV.  I had no problem with the return and it was convenient to apply and get the necessary labels online.",1245801600
"01 16, 2014","[0, 0]",5.0,I've sold these things to almost everyone in my family.. especially those with hard hearing...,B0001FTVEK,F. Digiovanni,ACMJAOOFE3HYS,These are great.. as long as your TV can output to multiple audio devices simultaneously.. &#34;Most do&#34; then you can have audio coming out these while anyone else in the room can listen to the TV speakers like normal.  This is great if you have anyone in the room with hard of hearing.  Give them the headset and they can hear perfectly while the rest of the audience can keep the TV set at a reasonable volume.  The clarity and depth of the sound is impeccable.  I prefer watching TV with these on all the time now. You hear things you never heard before.  Wonderful.  They even charge themselves when you hang them back up on the cradle! added bonus!!,1389830400
"08 9, 2007","[1, 1]",4.0,Sound great,B0001FTVEK,Federico Hattoum,A2P2K75CR4JY7W,"My only complaint about these headphones is the need to manually tune them in sometimes (that's why I gave them 4 stars instead of 5). But that's it. They really sound clear with almost unnoticeable hiss, even at a distance. My guess is that the more expensive models in this family of headphones do a better job a tuning in to the signal.",1186617600
"02 23, 2012","[0, 0]",1.0,Can't get it to work!,B0001FTVEK,Ferrell,AHRH598R2LMNG,The directions for this product leave MUCH to be desired!  I have had it for about a month and can not figure out how to get it to actually work.  Wish I had never bought it.,1329955200
"12 18, 2011","[4, 4]",5.0,Great for TV,B0001FTVEK,FGS762,A24YW9YH3GWDM4,I got these as a gift 2 christmas ago and they still work great. Hear TV or Movies in stereo as loud as you want without disturbing sleeping family members. I always am impressed with Sennheiser products.,1324166400
"12 9, 2009","[1, 1]",1.0,"I'm not a audiophile, but these really sound awful!",B0001FTVEK,F. Herrmann,AI0QB5PRWCDEZ,Terrible sound quality! Bad clipping. Will not tune properly on any preselect channel.  Insufficient volume. If you have three discreet channels on the transmitter why would you put a really touchy analog tuner on the headset right next to the volume control???  I tried all three channels and had the same result.  Really disappointed in these.  Based on the previous reviews it appears that they either work or they don't....,1260316800
"08 26, 2013","[1, 1]",1.0,very noisy,B0001FTVEK,"Filippo P. Beccaria ""pro geek""",A2V85X981A4RQW,My $20 wired headphones sound better than these.  Avoid at all costs. Styling and construction seem good but audio quality leaves MUCH to be desired.,1377475200
"02 22, 2014","[1, 1]",5.0,3 years going and still love this set,B0001FTVEK,FistHardCheese,A1UWKENVKXEHNT,"This is actually the second RS120 wireless headphone set that I bought from amazon.  The first one was 3 years ago and it is still working flawlessly. In fact, I loved the first set so much that I ended up buying a second headphone to use with the base. I bought this second set to use for my bedroom TV.  So now I have 2 bases and 3 headphones.  What I love about this set-up is that each person in my house can wear a headphone and then simply adjust the tune dial on the side to choose to listen to the living room TV or the bedroom TV.  You can use both at the same time without interference by just making sure your bases are on separate channels.After using the RS120 for 3 years, I have no complaints about the function at all.  The headphones have great range. I can be in the basement - or any other room of the house - and not lose any signal.  I can go outside on the deck or driveway and still hear the TV inside.  Once in a while walking outside or from room to room you may hear a small bit of static as you move about. Usually if I hit a dead spot with static, all I have to do is move ever so slightly and get full signal again.  In other words, the dead spots are so small it is very easy to avoid them. In fact, you have to try very hard to find a bad spot and stay in the exact place where your signal is dead. This, of course, is putting it to a very hard test because most people will use them sitting on a couch or chair in the same room as the TV and none of this will be a factor at all anyway.The only thing I would change if I could about this set is that the headphones are rather large and a bit heavy.  I'm sure this is due to the batteries and wireless receiver they have to put inside the headphones, but perhaps the newer updated models have a lighter, smaller feel to them.  But the weight is definately not enough of an issue to keep anyone I've showed them too from wearing them and enjoying how great they sound.  They really enhance my TV viewing and allow you to hear much of the subtle audio and background music much more clear.  I really don't watch my TV (especially movies) without them anymore.One last note... the batteries that come with these headphones have been amazing so far.  After 3 years, they are still going strong.  They hold a charge for at least 4 hours of continuous use. I can't exactly tell you how long it takes to fully charge them, because I just store them on the charging base when I'm not using them anyway.  If you do this, they will always be ready to go when you want to use them.  I have never had them die on me while using them unless I had left them off the base for a couple days and did not charge them between use.",1393027200
"06 21, 2014","[0, 0]",5.0,perfect and well made.,B0001FTVEK,Fit Mom,A377XO50Z68DK9,Excellent value and sound. it really allows two people to listen at their comfort level. One with the head set the other thru the surround sound.  Works well with the Roku,1403308800
"03 1, 2014","[0, 1]",3.0,Broke after a year :(,B0001FTVEK,florida mom,A1E50TBJ2VI71B,"It worked great but then died after about a year of use. If these were cheaper I'd get it. But not so. They are also quite fragile. At one point I had to tape the headphones together. I will say my 8 yr old uses these but never disrupted the charging cradle, which is the part that died. It's tough. For the money there doesn't seem to be better out there. And I'm used to the peace and quiet. So I'll prob break down and buy them again.",1393632000
"06 24, 2009","[0, 0]",5.0,Awesome Wireless Headset!,B0001FTVEK,FLYingG0D,AEM57NVIFQ8B9,"These wireless headphones are really awesome! The base unit comes with a phono plug to 3.5 mm headphone jack adapter, and then a 3.5 mm headphone jack to left/right RCA audio adapter. The base unit has nice, long RCA cables on it. They are not heavily shielded or anything, but they are on par with a good set of headphone wires.The wireless has worked awesome for me! No static or noise or any interference! I was worried that there might be a slight amount of static due to all of my computer and electronic devices planted only inches away from the Sennheiser base unit. I have not had a single issue at all! Amazing!The headphones have a on/off switch on the left ear cup. It also houses the 2 x AAA batteries (rechargeable ones that were included). The right ear cup has two dials. One for volume, and one to tune the headphones. The volume is fine, no problems. However, I find the ""tune"" dial to be a little archaic. The base unit itself has a toggle switch that lets you select between 3 channels. I have 3 units, all set to different channels, so I can tune into which ever one I want to at the time, and my brother and sister can too. I would have preferred a similar switch to have been present on the headphones, even though it is easy as pie to tune the signal in, and you have a good wide range where you get superb sound (unlike some tuning devices where you have that magical sweet-spot that is harder than a fruit-cake to get perfect so you don't have static). The headset itself is also a bit heavy, so if you plan on leaning forward with them on, be ready to keep them from sliding off your head. Not too bad, considering they have batteries and all.The price is not too bad! And, being made by Sennheiser, these headphones are great! If you are looking for a wireless headset, I recommend these, unless you are looking to spend MUCH more, or are willing to gamble on quality. I was amazed to find the Sennheiser RS120's at such a great price and such awesome performance!",1245801600
"02 12, 2013","[0, 0]",5.0,Work well,B0001FTVEK,Flyingsfun,A3M7I53KDXWL19,This is the third set of wireless headphones I've bought over the past 15 or so years.  I like these the best due to wireless charging which is working well so far.  Earlier headphones usually failed due to degradation of charging connection so I'm hopeful with these.,1360627200
"01 27, 2013","[0, 0]",5.0,GREAT HEADSET,B0001FTVEK,forsey123,A38B6FX63W5GD1,the headset far exceeded my expectation...work throughout the house beyond the specifications...very comfortable to wear do the job...,1359244800
"07 9, 2014","[0, 0]",4.0,They Are OK,B0001FTVEK,Francis X. Fanucci,A1C4ZSXQXWDJ57,"I like this headset, just don't love it.  First you have to figure out what is the best way to wear them. In fact, they are not reverseble.  Second, there is a noticeable hiss, so turn the volume down which may make listening to a problem difficult.  Third, ear pads don't cover the ear.  In fact, the headset feels funny in some ways sitting on your head.  Do they work, yes.  Is it the best fitting headset, no.  Considering options out there and price this was the best ones I could find.",1404864000
